idx,ticker,date,sentimento,sentimento_num,t0,ar_t0,ar_t1,car
920,PETR4,2023-10-04,NEGATIVO,-1,2023-10-04,-0.045125215311677,0.0033298443710824297,-0.04179537094059457
921,PETR4,2023-10-23,NEGATIVO,-1,2023-10-23,-0.06638620080779811,0.0013280667865449621,-0.06505813402125316
922,PETR4,2023-10-03,NEUTRO,0,2023-10-03,0.009080492131241572,-0.04508726257542977,-0.036006770444188194
923,PETR4,2023-10-04,NEGATIVO,-1,2023-10-04,-0.045125215311677,0.0033298443710824297,-0.04179537094059457
924,PETR4,2023-10-30,NEUTRO,0,2023-10-30,-0.006453051589061077,-0.019048092365979645,-0.025501143955040724
925,PETR4,2023-10-02,NEUTRO,0,2023-10-02,-0.0034569532987728177,0.008660589289507192,0.005203635990734375
926,PETR4,2023-10-02,NEUTRO,0,2023-10-02,-0.0034569532987728177,0.008660589289507192,0.005203635990734375
927,PETR4,2023-10-19,NEUTRO,0,2023-10-19,-0.0072399615978285285,-0.006946636791652104,-0.014186598389480633
928,PETR4,2023-10-03,NEUTRO,0,2023-10-03,0.009080492131241572,-0.04508726257542977,-0.036006770444188194
929,PETR4,2023-10-13,NEUTRO,0,2023-10-13,0.043095728152918254,-7.585615176555413e-05,0.043019872001152704
5595,BBDC4,2023-05-30,NEGATIVO,-1,2023-05-30,-0.01151775581103611,-0.004833498416699329,-0.01635125422773544
5596,BBDC4,2023-05-02,NEUTRO,0,2023-05-02,0.016543525027720336,0.011828163095932747,0.028371688123653083
5597,BBDC4,2023-05-05,POSITIVO,1,2023-05-05,0.013590020565432154,0.0274247679137258,0.04101478847915795
5598,BBDC4,2023-05-05,NEUTRO,0,2023-05-05,0.013590020565432154,0.0274247679137258,0.04101478847915795
5599,BBDC4,2023-05-11,NEUTRO,0,2023-05-11,0.004141366607098693,0.0019281709697619473,0.006069537576860641
5600,BBDC4,2023-05-26,NEGATIVO,-1,2023-05-26,-0.010140052679363578,0.007653205731950499,-0.0024868469474130786
5601,BBDC4,2023-05-11,NEGATIVO,-1,2023-05-11,0.004141366607098693,0.0019281709697619473,0.006069537576860641
5602,BBDC4,2023-05-19,NEUTRO,0,2023-05-19,0.01758708253734608,-0.0037446955639804424,0.01384238697336564
5603,BBDC4,2023-05-05,POSITIVO,1,2023-05-05,0.013590020565432154,0.0274247679137258,0.04101478847915795
5604,BBDC4,2023-05-11,NEUTRO,0,2023-05-11,0.004141366607098693,0.0019281709697619473,0.006069537576860641
5605,BBDC4,2023-05-04,NEUTRO,0,2023-05-04,0.019810439625427206,0.014064827354560855,0.033875266979988064
5606,BBDC4,2023-05-16,NEGATIVO,-1,2023-05-16,0.010267744510421764,-0.01792690055861443,-0.007659156048192667
5607,BBDC4,2023-05-16,NEUTRO,0,2023-05-16,0.010267744510421764,-0.01792690055861443,-0.007659156048192667
5608,BBDC4,2023-05-18,NEUTRO,0,2023-05-18,-0.00375572187146676,0.01741587440266018,0.013660152531193421
5609,BBDC4,2023-05-03,NEUTRO,0,2023-05-03,0.011348389753749636,0.019650220797423845,0.03099861055117348
7935,BBAS3,2023-02-06,NEGATIVO,-1,2023-02-06,0.007262115430469349,-0.007083557289934575,0.0001785581405347736
7936,BBAS3,2023-02-13,NEUTRO,0,2023-02-13,-0.00042827971675075613,0.03607900575733458,0.03565072604058382
7937,BBAS3,2023-02-14,NEUTRO,0,2023-02-14,0.03653650588829279,-0.007934058573209977,0.028602447315082814
7938,BBAS3,2023-02-08,NEUTRO,0,2023-02-08,0.005042013360709061,0.016155999887160353,0.021198013247869414
7939,BBAS3,2023-02-14,POSITIVO,1,2023-02-14,0.03653650588829279,-0.007934058573209977,0.028602447315082814
7940,BBAS3,2023-02-14,NEUTRO,0,2023-02-14,0.03653650588829279,-0.007934058573209977,0.028602447315082814
7941,BBAS3,2023-02-24,NEUTRO,0,2023-02-24,0.001603792514343446,-0.01041845568717725,-0.008814663172833803
7942,BBAS3,2023-02-08,NEUTRO,0,2023-02-08,0.005042013360709061,0.016155999887160353,0.021198013247869414
7943,BBAS3,2023-02-24,NEUTRO,0,2023-02-24,0.001603792514343446,-0.01041845568717725,-0.008814663172833803
7944,BBAS3,2023-02-13,NEUTRO,0,2023-02-13,-0.00042827971675075613,0.03607900575733458,0.03565072604058382
7945,BBAS3,2023-02-16,NEGATIVO,-1,2023-02-16,0.007428460181729121,0.016791336132182023,0.024219796313911142
7946,BBAS3,2023-02-10,NEUTRO,0,2023-02-10,0.0168772678242314,-0.0004022917004665961,0.016474976123764803
7947,BBAS3,2023-02-16,NEUTRO,0,2023-02-16,0.007428460181729121,0.016791336132182023,0.024219796313911142
7948,BBAS3,2023-02-09,NEUTRO,0,2023-02-09,0.01645632971754051,0.01713997130274682,0.03359630102028733
7949,BBAS3,2023-02-14,POSITIVO,1,2023-02-14,0.03653650588829279,-0.007934058573209977,0.028602447315082814
9105,BBAS3,2024-04-12,NEUTRO,0,2024-04-12,-0.005345327392925317,-0.006615074151814182,-0.011960401544739499
9106,BBAS3,2024-04-03,POSITIVO,1,2024-04-03,0.003719836774459902,0.004488331187588442,0.008208167962048344
9107,BBAS3,2024-04-29,NEUTRO,0,2024-04-29,0.0001690814836574142,0.003191046888174648,0.003360128371832062
9108,BBAS3,2024-04-08,NEGATIVO,-1,2024-04-08,0.002304636154953856,0.0013628212497882666,0.0036674574047421225
9109,BBAS3,2024-04-10,NEUTRO,0,2024-04-10,-0.0035358994338953054,0.005369656557424156,0.0018337571235288504
9110,BBAS3,2024-04-05,NEGATIVO,-1,2024-04-05,0.006689971912860165,0.0023538595239780483,0.009043831436838214
9111,BBAS3,2024-04-05,NEUTRO,0,2024-04-05,0.006689971912860165,0.0023538595239780483,0.009043831436838214
9112,BBAS3,2024-04-08,NEUTRO,0,2024-04-08,0.002304636154953856,0.0013628212497882666,0.0036674574047421225
9113,BBAS3,2024-04-15,NEUTRO,0,2024-04-15,-0.006530048540085201,-0.006507359300271447,-0.013037407840356648
9114,BBAS3,2024-04-19,NEUTRO,0,2024-04-19,-0.014714798450061942,-0.015315832563047922,-0.030030631013109862
9115,BBAS3,2024-04-15,NEGATIVO,-1,2024-04-15,-0.006530048540085201,-0.006507359300271447,-0.013037407840356648
9116,BBAS3,2024-04-05,NEGATIVO,-1,2024-04-05,0.006689971912860165,0.0023538595239780483,0.009043831436838214
9117,BBAS3,2024-04-17,NEUTRO,0,2024-04-17,0.0027506598080227714,-0.002364083088714912,0.0003865767193078594
9118,BBAS3,2024-04-30,NEGATIVO,-1,2024-04-30,0.0030230064947042072,0.0017738245828221241,0.004796831077526331
9119,BBAS3,2024-04-22,POSITIVO,1,2024-04-22,-0.015417713173057273,0.009439819374708227,-0.005977893798349046
930,PETR4,2023-10-26,NEUTRO,0,2023-10-26,-0.03207236643912725,0.002614993687867651,-0.029457372751259602
931,PETR4,2023-10-10,POSITIVO,1,2023-10-10,-0.012616694474657242,-0.00900614973955879,-0.021622844214216033
932,PETR4,2023-10-10,POSITIVO,1,2023-10-10,-0.012616694474657242,-0.00900614973955879,-0.021622844214216033
933,PETR4,2023-10-02,NEUTRO,0,2023-10-02,-0.0034569532987728177,0.008660589289507192,0.005203635990734375
934,PETR4,2023-10-19,NEGATIVO,-1,2023-10-19,-0.0072399615978285285,-0.006946636791652104,-0.014186598389480633
935,PETR4,2023-10-02,NEUTRO,0,2023-10-02,-0.0034569532987728177,0.008660589289507192,0.005203635990734375
936,PETR4,2023-10-17,POSITIVO,1,2023-10-17,0.030526316467717265,0.03878791028588034,0.06931422675359761
937,PETR4,2023-10-23,NEUTRO,0,2023-10-23,-0.06638620080779811,0.0013280667865449621,-0.06505813402125316
938,PETR4,2023-10-13,POSITIVO,1,2023-10-13,0.043095728152918254,-7.585615176555413e-05,0.043019872001152704
939,PETR4,2023-10-03,NEUTRO,0,2023-10-03,0.009080492131241572,-0.04508726257542977,-0.036006770444188194
940,PETR4,2023-10-18,NEGATIVO,-1,2023-10-18,0.038560834840053654,-0.0070336413476917575,0.031527193492361896
941,PETR4,2023-10-03,NEUTRO,0,2023-10-03,0.009080492131241572,-0.04508726257542977,-0.036006770444188194
942,PETR4,2023-10-27,NEUTRO,0,2023-10-27,0.0028094446134851823,-0.006404600293674073,-0.0035951556801888905
943,PETR4,2023-10-11,POSITIVO,1,2023-10-11,-0.009006212213850985,0.04314129718144218,0.0341350849675912
944,PETR4,2023-10-04,NEUTRO,0,2023-10-04,-0.045125215311677,0.0033298443710824297,-0.04179537094059457
3270,VALE3,2024-02-28,NEGATIVO,-1,2024-02-28,-0.0006909212831535672,0.011338695751456938,0.01064777446830337
3271,VALE3,2024-02-22,POSITIVO,1,2024-02-22,0.008081306636969099,0.007058654353044518,0.015139960990013617
3272,VALE3,2024-02-27,NEGATIVO,-1,2024-02-27,0.011030416904418135,-0.0009851445714342336,0.010045272332983902
3273,VALE3,2024-02-02,NEUTRO,0,2024-02-02,-0.01171869185542743,-0.012437585519021323,-0.024156277374448754
3274,VALE3,2024-02-23,NEGATIVO,-1,2024-02-23,0.007328477158115544,-0.026512496926500467,-0.01918401976838492
3275,VALE3,2024-02-25,NEUTRO,0,2024-02-26,-0.026350608479936716,0.010459022494455638,-0.01589158598548108
3276,VALE3,2024-02-22,POSITIVO,1,2024-02-22,0.008081306636969099,0.007058654353044518,0.015139960990013617
3277,VALE3,2024-03-13,NEGATIVO,-1,2024-03-13,0.004677138144256037,-0.010351975854331638,-0.005674837710075601
3278,VALE3,2024-03-11,NEGATIVO,-1,2024-03-11,-0.024802464193509094,-0.01653584911541387,-0.041338313308922965
3279,VALE3,2024-03-19,POSITIVO,1,2024-03-19,0.00524414237586754,-0.0025860088844216027,0.002658133491445937
3280,VALE3,2024-03-15,NEGATIVO,-1,2024-03-15,-0.005247293038954327,0.01800246965772088,0.012755176618766555
3281,VALE3,2024-03-13,NEUTRO,0,2024-03-13,0.004677138144256037,-0.010351975854331638,-0.005674837710075601
3282,VALE3,2024-03-19,POSITIVO,1,2024-03-19,0.00524414237586754,-0.0025860088844216027,0.002658133491445937
3283,VALE3,2024-03-11,NEUTRO,0,2024-03-11,-0.024802464193509094,-0.01653584911541387,-0.041338313308922965
3284,VALE3,2024-03-26,NEGATIVO,-1,2024-03-26,-0.011748911591163489,0.004678782548958185,-0.007070129042205304
5610,BBDC4,2023-05-09,POSITIVO,1,2023-05-09,-0.021303525887067066,-0.0017689503936971825,-0.023072476280764247
5611,BBDC4,2023-05-30,NEGATIVO,-1,2023-05-30,-0.01151775581103611,-0.004833498416699329,-0.01635125422773544
5612,BBDC4,2023-05-04,POSITIVO,1,2023-05-04,0.019810439625427206,0.014064827354560855,0.033875266979988064
5613,BBDC4,2023-05-24,NEUTRO,0,2023-05-24,-0.01754507315869178,0.021544290707537973,0.0039992175488461935
5614,BBDC4,2023-05-12,NEGATIVO,-1,2023-05-12,0.0020257435814397483,0.009043372349457561,0.01106911593089731
5615,BBDC4,2023-05-30,NEGATIVO,-1,2023-05-30,-0.01151775581103611,-0.004833498416699329,-0.01635125422773544
5616,BBDC4,2023-05-15,NEUTRO,0,2023-05-15,0.009652782807286256,0.010060548909323055,0.01971333171660931
5617,BBDC4,2023-05-29,NEGATIVO,-1,2023-05-29,0.007866615952340034,-0.011388883987124784,-0.00352226803478475
5618,BBDC4,2023-05-05,NEUTRO,0,2023-05-05,0.013590020565432154,0.0274247679137258,0.04101478847915795
5619,BBDC4,2023-05-09,NEUTRO,0,2023-05-09,-0.021303525887067066,-0.0017689503936971825,-0.023072476280764247
5620,BBDC4,2023-05-24,NEGATIVO,-1,2023-05-24,-0.01754507315869178,0.021544290707537973,0.0039992175488461935
5621,BBDC4,2023-05-30,POSITIVO,1,2023-05-30,-0.01151775581103611,-0.004833498416699329,-0.01635125422773544
5622,BBDC4,2023-05-30,NEGATIVO,-1,2023-05-30,-0.01151775581103611,-0.004833498416699329,-0.01635125422773544
5623,BBDC4,2023-05-09,NEGATIVO,-1,2023-05-09,-0.021303525887067066,-0.0017689503936971825,-0.023072476280764247
5624,BBDC4,2023-05-29,POSITIVO,1,2023-05-29,0.007866615952340034,-0.011388883987124784,-0.00352226803478475
7950,BBAS3,2023-02-03,NEUTRO,0,2023-02-03,0.009337756303787796,0.0070719677585038875,0.016409724062291683
7951,BBAS3,2023-02-27,NEUTRO,0,2023-02-27,-0.010543142157148126,0.01891300856419784,0.008369866407049713
7952,BBAS3,2023-02-13,NEUTRO,0,2023-02-13,-0.00042827971675075613,0.03607900575733458,0.03565072604058382
7953,BBAS3,2023-02-01,NEUTRO,0,2023-02-01,0.0004895790002834802,0.0048238144901208355,0.005313393490404316
7954,BBAS3,2023-02-22,NEUTRO,0,2023-02-22,-0.0018470310612263632,0.0030833245233188354,0.0012362934620924722
7955,BBAS3,2023-02-12,NEUTRO,0,2023-02-13,-0.00042827971675075613,0.03607900575733458,0.03565072604058382
7956,BBAS3,2023-02-16,NEUTRO,0,2023-02-16,0.007428460181729121,0.016791336132182023,0.024219796313911142
7957,BBAS3,2023-02-09,NEUTRO,0,2023-02-09,0.01645632971754051,0.01713997130274682,0.03359630102028733
7958,BBAS3,2023-02-16,NEUTRO,0,2023-02-16,0.007428460181729121,0.016791336132182023,0.024219796313911142
7959,BBAS3,2023-02-23,POSITIVO,1,2023-02-23,0.0034761961319582065,0.0011944884625245782,0.004670684594482785
7960,BBAS3,2023-02-06,NEUTRO,0,2023-02-06,0.007262115430469349,-0.007083557289934575,0.0001785581405347736
7961,BBAS3,2023-02-14,NEUTRO,0,2023-02-14,0.03653650588829279,-0.007934058573209977,0.028602447315082814
7962,BBAS3,2023-02-27,NEUTRO,0,2023-02-27,-0.010543142157148126,0.01891300856419784,0.008369866407049713
7963,BBAS3,2023-02-26,NEUTRO,0,2023-02-27,-0.010543142157148126,0.01891300856419784,0.008369866407049713
7964,BBAS3,2023-02-24,NEUTRO,0,2023-02-24,0.001603792514343446,-0.01041845568717725,-0.008814663172833803
9120,BBAS3,2024-04-03,NEUTRO,0,2024-04-03,0.003719836774459902,0.004488331187588442,0.008208167962048344
9121,BBAS3,2024-04-21,POSITIVO,1,2024-04-22,-0.015417713173057273,0.009439819374708227,-0.005977893798349046
9122,BBAS3,2024-04-16,NEUTRO,0,2024-04-16,-0.006284565605556423,0.0026654506108649964,-0.003619114994691427
9123,BBAS3,2024-04-28,NEUTRO,0,2024-04-29,0.0001690814836574142,0.003191046888174648,0.003360128371832062
9124,BBAS3,2024-04-24,NEUTRO,0,2024-04-24,-0.0017215136685185108,-0.004489410031711837,-0.006210923700230348
9125,BBAS3,2024-04-27,NEUTRO,0,2024-04-29,0.0001690814836574142,0.003191046888174648,0.003360128371832062
9126,BBAS3,2024-04-29,NEUTRO,0,2024-04-29,0.0001690814836574142,0.003191046888174648,0.003360128371832062
9127,BBAS3,2024-04-05,NEGATIVO,-1,2024-04-05,0.006689971912860165,0.0023538595239780483,0.009043831436838214
9128,BBAS3,2024-04-05,NEGATIVO,-1,2024-04-05,0.006689971912860165,0.0023538595239780483,0.009043831436838214
9129,BBAS3,2024-04-23,NEUTRO,0,2024-04-23,0.00959343156876515,-0.0018055564983449819,0.007787875070420169
9130,BBAS3,2024-04-08,NEGATIVO,-1,2024-04-08,0.002304636154953856,0.0013628212497882666,0.0036674574047421225
9131,BBAS3,2024-05-08,POSITIVO,1,2024-05-08,0.0007415971123994258,-0.03726744172185858,-0.03652584460945915
9132,BBAS3,2024-05-24,POSITIVO,1,2024-05-24,0.006905000831829369,0.009860795167676503,0.016765795999505874
9133,BBAS3,2024-05-28,NEUTRO,0,2024-05-28,0.00045341791414498693,0.006047810237897485,0.006501228152042472
9134,BBAS3,2024-05-07,NEUTRO,0,2024-05-07,-0.007903150390972592,0.0012090185458576083,-0.006694131845114984
945,PETR4,2023-10-11,NEUTRO,0,2023-10-11,-0.009006212213850985,0.04314129718144218,0.0341350849675912
946,PETR4,2023-10-07,POSITIVO,1,2023-10-09,0.028964540762810954,-0.012864634564583536,0.016099906198227418
947,PETR4,2023-10-19,NEUTRO,0,2023-10-19,-0.0072399615978285285,-0.006946636791652104,-0.014186598389480633
948,PETR4,2023-10-04,NEGATIVO,-1,2023-10-04,-0.045125215311677,0.0033298443710824297,-0.04179537094059457
949,PETR4,2023-10-04,NEUTRO,0,2023-10-04,-0.045125215311677,0.0033298443710824297,-0.04179537094059457
950,PETR4,2023-10-24,NEGATIVO,-1,2023-10-24,0.0012799072538473722,0.010393463740409281,0.011673370994256653
951,PETR4,2023-10-25,POSITIVO,1,2023-10-25,0.010416319608893995,-0.032787636624061714,-0.02237131701516772
952,PETR4,2023-10-03,NEUTRO,0,2023-10-03,0.009080492131241572,-0.04508726257542977,-0.036006770444188194
953,PETR4,2023-10-23,NEGATIVO,-1,2023-10-23,-0.06638620080779811,0.0013280667865449621,-0.06505813402125316
954,PETR4,2023-10-09,POSITIVO,1,2023-10-09,0.028964540762810954,-0.012864634564583536,0.016099906198227418
955,PETR4,2023-10-16,NEGATIVO,-1,2023-10-16,1.4458049234781362e-05,0.03037132742894278,0.030385785478177562
956,PETR4,2023-10-25,NEGATIVO,-1,2023-10-25,0.010416319608893995,-0.032787636624061714,-0.02237131701516772
957,PETR4,2023-10-02,POSITIVO,1,2023-10-02,-0.0034569532987728177,0.008660589289507192,0.005203635990734375
958,PETR4,2023-10-02,POSITIVO,1,2023-10-02,-0.0034569532987728177,0.008660589289507192,0.005203635990734375
959,PETR4,2023-10-23,NEUTRO,0,2023-10-23,-0.06638620080779811,0.0013280667865449621,-0.06505813402125316
3285,VALE3,2024-03-01,NEUTRO,0,2024-03-01,-0.002490643156236797,0.003469872974403043,0.0009792298181662464
3286,VALE3,2024-03-20,POSITIVO,1,2024-03-20,-0.00245202342411021,0.004044307105503121,0.0015922836813929107
3287,VALE3,2024-03-12,NEGATIVO,-1,2024-03-12,-0.016229646322906625,0.004421821580344672,-0.011807824742561954
3288,VALE3,2024-03-06,NEGATIVO,-1,2024-03-06,0.008933234533038025,0.0006460196641411365,0.00957925419717916
3289,VALE3,2024-03-27,POSITIVO,1,2024-03-27,0.004824684597568964,0.0019353322976365514,0.006760016895205515
3290,VALE3,2024-03-20,NEGATIVO,-1,2024-03-20,-0.00245202342411021,0.004044307105503121,0.0015922836813929107
3291,VALE3,2024-03-04,NEUTRO,0,2024-03-04,0.0038056056421449094,-0.011104385210381549,-0.007298779568236639
3292,VALE3,2024-03-04,POSITIVO,1,2024-03-04,0.0038056056421449094,-0.011104385210381549,-0.007298779568236639
3293,VALE3,2024-03-25,NEUTRO,0,2024-03-25,-0.0010747745043013864,-0.011770215332091358,-0.012844989836392744
3294,VALE3,2024-03-13,NEUTRO,0,2024-03-13,0.004677138144256037,-0.010351975854331638,-0.005674837710075601
3295,VALE3,2024-03-20,NEGATIVO,-1,2024-03-20,-0.00245202342411021,0.004044307105503121,0.0015922836813929107
3296,VALE3,2024-03-06,NEUTRO,0,2024-03-06,0.008933234533038025,0.0006460196641411365,0.00957925419717916
3297,VALE3,2024-03-09,NEUTRO,0,2024-03-11,-0.024802464193509094,-0.01653584911541387,-0.041338313308922965
3298,VALE3,2024-03-04,NEUTRO,0,2024-03-04,0.0038056056421449094,-0.011104385210381549,-0.007298779568236639
3299,VALE3,2024-03-19,POSITIVO,1,2024-03-19,0.00524414237586754,-0.0025860088844216027,0.002658133491445937
5625,BBDC4,2023-05-30,NEGATIVO,-1,2023-05-30,-0.01151775581103611,-0.004833498416699329,-0.01635125422773544
5626,BBDC4,2023-05-25,NEUTRO,0,2023-05-25,0.021196150474132067,-0.009964541128869313,0.011231609345262754
5627,BBDC4,2023-05-05,NEUTRO,0,2023-05-05,0.013590020565432154,0.0274247679137258,0.04101478847915795
5628,BBDC4,2023-05-30,NEGATIVO,-1,2023-05-30,-0.01151775581103611,-0.004833498416699329,-0.01635125422773544
5629,BBDC4,2023-05-24,NEGATIVO,-1,2023-05-24,-0.01754507315869178,0.021544290707537973,0.0039992175488461935
5630,BBDC4,2023-05-02,NEUTRO,0,2023-05-02,0.016543525027720336,0.011828163095932747,0.028371688123653083
5631,BBDC4,2023-05-05,NEUTRO,0,2023-05-05,0.013590020565432154,0.0274247679137258,0.04101478847915795
5632,BBDC4,2023-05-05,NEUTRO,0,2023-05-05,0.013590020565432154,0.0274247679137258,0.04101478847915795
5633,BBDC4,2023-05-30,NEGATIVO,-1,2023-05-30,-0.01151775581103611,-0.004833498416699329,-0.01635125422773544
5634,BBDC4,2023-05-30,NEGATIVO,-1,2023-05-30,-0.01151775581103611,-0.004833498416699329,-0.01635125422773544
5635,BBDC4,2023-05-30,NEUTRO,0,2023-05-30,-0.01151775581103611,-0.004833498416699329,-0.01635125422773544
5636,BBDC4,2023-05-12,NEUTRO,0,2023-05-12,0.0020257435814397483,0.009043372349457561,0.01106911593089731
5637,BBDC4,2023-05-31,NEGATIVO,-1,2023-05-31,-0.004999412873073716,-0.009144711616004345,-0.01414412448907806
5638,BBDC4,2023-05-22,NEUTRO,0,2023-05-22,-0.003978253075267071,0.011363880460548712,0.0073856273852816404
5639,BBDC4,2023-05-08,NEUTRO,0,2023-05-08,0.02756408479542438,-0.021225476525039456,0.006338608270384925
7965,BBAS3,2023-02-23,NEUTRO,0,2023-02-23,0.0034761961319582065,0.0011944884625245782,0.004670684594482785
7966,BBAS3,2023-02-14,NEGATIVO,-1,2023-02-14,0.03653650588829279,-0.007934058573209977,0.028602447315082814
7967,BBAS3,2023-02-19,NEUTRO,0,2023-02-22,-0.0018470310612263632,0.0030833245233188354,0.0012362934620924722
7968,BBAS3,2023-02-12,NEUTRO,0,2023-02-13,-0.00042827971675075613,0.03607900575733458,0.03565072604058382
7969,BBAS3,2023-02-20,NEUTRO,0,2023-02-22,-0.0018470310612263632,0.0030833245233188354,0.0012362934620924722
7970,BBAS3,2023-02-13,POSITIVO,1,2023-02-13,-0.00042827971675075613,0.03607900575733458,0.03565072604058382
7971,BBAS3,2023-02-23,NEUTRO,0,2023-02-23,0.0034761961319582065,0.0011944884625245782,0.004670684594482785
7972,BBAS3,2023-02-14,NEGATIVO,-1,2023-02-14,0.03653650588829279,-0.007934058573209977,0.028602447315082814
7973,BBAS3,2023-02-06,POSITIVO,1,2023-02-06,0.007262115430469349,-0.007083557289934575,0.0001785581405347736
7974,BBAS3,2023-02-10,NEUTRO,0,2023-02-10,0.0168772678242314,-0.0004022917004665961,0.016474976123764803
7975,BBAS3,2023-02-15,NEUTRO,0,2023-02-15,-0.007960106120197846,0.007631337827503699,-0.0003287682926941468
7976,BBAS3,2023-02-24,NEUTRO,0,2023-02-24,0.001603792514343446,-0.01041845568717725,-0.008814663172833803
7977,BBAS3,2023-02-06,NEUTRO,0,2023-02-06,0.007262115430469349,-0.007083557289934575,0.0001785581405347736
7978,BBAS3,2023-02-01,POSITIVO,1,2023-02-01,0.0004895790002834802,0.0048238144901208355,0.005313393490404316
7979,BBAS3,2023-02-06,NEUTRO,0,2023-02-06,0.007262115430469349,-0.007083557289934575,0.0001785581405347736
9135,BBAS3,2024-05-24,NEGATIVO,-1,2024-05-24,0.006905000831829369,0.009860795167676503,0.016765795999505874
9136,BBAS3,2024-05-09,POSITIVO,1,2024-05-09,-0.037361955818528164,0.02010640429800602,-0.017255551520522144
9137,BBAS3,2024-05-09,POSITIVO,1,2024-05-09,-0.037361955818528164,0.02010640429800602,-0.017255551520522144
9138,BBAS3,2024-05-03,NEGATIVO,-1,2024-05-03,0.009687318883516068,0.005196255302665655,0.014883574186181723
9139,BBAS3,2024-05-23,NEGATIVO,-1,2024-05-23,-0.015537905874429039,0.006788980016674109,-0.00874892585775493
9140,BBAS3,2024-05-08,POSITIVO,1,2024-05-08,0.0007415971123994258,-0.03726744172185858,-0.03652584460945915
9141,BBAS3,2024-05-08,POSITIVO,1,2024-05-08,0.0007415971123994258,-0.03726744172185858,-0.03652584460945915
9142,BBAS3,2024-05-09,NEGATIVO,-1,2024-05-09,-0.037361955818528164,0.02010640429800602,-0.017255551520522144
9143,BBAS3,2024-05-09,POSITIVO,1,2024-05-09,-0.037361955818528164,0.02010640429800602,-0.017255551520522144
9144,BBAS3,2024-05-23,NEUTRO,0,2024-05-23,-0.015537905874429039,0.006788980016674109,-0.00874892585775493
9145,BBAS3,2024-05-29,NEGATIVO,-1,2024-05-29,0.006152667390084187,-0.004135851539077538,0.0020168158510066488
9146,BBAS3,2024-05-24,NEGATIVO,-1,2024-05-24,0.006905000831829369,0.009860795167676503,0.016765795999505874
9147,BBAS3,2024-05-09,NEUTRO,0,2024-05-09,-0.037361955818528164,0.02010640429800602,-0.017255551520522144
9148,BBAS3,2024-05-24,POSITIVO,1,2024-05-24,0.006905000831829369,0.009860795167676503,0.016765795999505874
9149,BBAS3,2024-05-17,NEUTRO,0,2024-05-17,8.579773851112647e-05,0.009720211410543921,0.009806009149055047
960,PETR4,2023-10-01,NEUTRO,0,2023-10-02,-0.0034569532987728177,0.008660589289507192,0.005203635990734375
961,PETR4,2023-10-02,POSITIVO,1,2023-10-02,-0.0034569532987728177,0.008660589289507192,0.005203635990734375
962,PETR4,2023-10-03,NEUTRO,0,2023-10-03,0.009080492131241572,-0.04508726257542977,-0.036006770444188194
963,PETR4,2023-10-04,NEUTRO,0,2023-10-04,-0.045125215311677,0.0033298443710824297,-0.04179537094059457
964,PETR4,2023-10-03,NEUTRO,0,2023-10-03,0.009080492131241572,-0.04508726257542977,-0.036006770444188194
965,PETR4,2023-10-01,NEUTRO,0,2023-10-02,-0.0034569532987728177,0.008660589289507192,0.005203635990734375
966,PETR4,2023-10-03,NEUTRO,0,2023-10-03,0.009080492131241572,-0.04508726257542977,-0.036006770444188194
967,PETR4,2023-10-05,NEUTRO,0,2023-10-05,0.0034710698809453915,0.011326457163268779,0.01479752704421417
968,PETR4,2023-10-25,NEUTRO,0,2023-10-25,0.010416319608893995,-0.032787636624061714,-0.02237131701516772
969,PETR4,2023-10-27,NEUTRO,0,2023-10-27,0.0028094446134851823,-0.006404600293674073,-0.0035951556801888905
970,PETR4,2023-10-24,NEUTRO,0,2023-10-24,0.0012799072538473722,0.010393463740409281,0.011673370994256653
971,PETR4,2023-10-05,NEGATIVO,-1,2023-10-05,0.0034710698809453915,0.011326457163268779,0.01479752704421417
972,PETR4,2023-10-06,NEGATIVO,-1,2023-10-06,0.010724796319663091,0.028856855144996713,0.039581651464659806
973,PETR4,2023-10-03,NEUTRO,0,2023-10-03,0.009080492131241572,-0.04508726257542977,-0.036006770444188194
974,PETR4,2023-10-19,NEUTRO,0,2023-10-19,-0.0072399615978285285,-0.006946636791652104,-0.014186598389480633
3300,VALE3,2024-03-02,NEUTRO,0,2024-03-04,0.0038056056421449094,-0.011104385210381549,-0.007298779568236639
3301,VALE3,2024-03-27,POSITIVO,1,2024-03-27,0.004824684597568964,0.0019353322976365514,0.006760016895205515
3302,VALE3,2024-03-11,NEGATIVO,-1,2024-03-11,-0.024802464193509094,-0.01653584911541387,-0.041338313308922965
3303,VALE3,2024-03-20,NEUTRO,0,2024-03-20,-0.00245202342411021,0.004044307105503121,0.0015922836813929107
3304,VALE3,2024-03-19,NEGATIVO,-1,2024-03-19,0.00524414237586754,-0.0025860088844216027,0.002658133491445937
3305,VALE3,2024-03-20,NEGATIVO,-1,2024-03-20,-0.00245202342411021,0.004044307105503121,0.0015922836813929107
3306,VALE3,2024-03-06,NEGATIVO,-1,2024-03-06,0.008933234533038025,0.0006460196641411365,0.00957925419717916
3307,VALE3,2024-03-11,POSITIVO,1,2024-03-11,-0.024802464193509094,-0.01653584911541387,-0.041338313308922965
3308,VALE3,2024-03-28,NEGATIVO,-1,2024-03-28,0.002013913359320557,0.013532489094815234,0.01554640245413579
